148032,AL-DULAYMI,Latif Nusayyif Jasim,Latif Nusayyif Jasim Al-Dulaymi,&W8&W&&B7$$$$$$W&~&M$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Deputy Chairman,.,1941:00:00,"Ar-Rashidiya suburb of Baghdad, Iraq; ar-Rashidiyah, suburb of Baghdad, Iraq; ar-Rashidiyah, suburb of Baghdad"
148033,AL-TIKRITI,Rukan Razuki abd al-Ghafur Sulaiman,Rukan Razuki Abd Al-Ghafur Sulaiman Al-Tikriti,&W$$$$$$$$$$$$$Y&3&B$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Head of Tribal Affairs Office in Presidential Office,.,1956:00:00,"Tikrit, Iraq; Alt. POB Tikrit"
148034,HADI,Mizban Khadr,Mizban Khadr Hadi,2&87$$$$$$$$$$$B&4M&B$$$$$$,POLITICAL INDIVIDUAL,,PEP,"Member, Ba'th Party Regional Command and Revolutionary Command Council",.,1938:00:00,"Mandali District, Diyala, Iraq; Mandali District, Diyala"
148035,AL-TIKRITI,Walid Hamid Tawfiq,Walid Hamid Tawfiq Al-Tikriti,&W~&3Y&~7$$$$$$L&W&8$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Governor of Basrah,.,1950:00:00,"Tikrit, Iraq; Alt POB: Tikrit"
148036,AL-YASSIN,Husam Muhammad Amin,Husam Muhammad Amin Al-Yassin,&W&&4&B$$$$$$$$2&4&B$$$$$$$,POLITICAL INDIVIDUAL,General,PEP,Head National Monitoring Directorate.,.,1953:00:00,"Tikrit, Iraq; Tikrit"
148037,AMMASH,Huda Salih Mahdi,Huda Salih Mahdi Ammash,&B&42$$$$$$$$$$2&8&$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Regional Command,.,1953:00:00,"Baghdad, Iraq; Baghdad"
148038,AL-SA'DI,Amir Hamudi Hassan,Amir Hamudi Hassan Al-Sa'Di,&W4&87$$$$$$$$$&B&Y$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Presidential Scientific Advisor,.,1938:04:00,"Baghdad, Iraq; Baghdad"
148353,AL-ASSAD,Anisa,Anisa Al-Assad,&W&4&8$$$$$$$$$&B&4&$$$$$$$,INDIVIDUAL,,PEP,,.,1934:00:00,"Lattakia, Syria"
149107,LUBANGA,Thomas,Thomas Lubanga,W&M&BF&$$$$$$$$~@B$$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,President of the UPC/L,.,1960:12:00,"Djiba, Utcha Sector, Djugu Territory, Ituri District, Orientale Province, DRC; Ituri; Ituri, DRC"
150119,CAMPOS ALONSO,Miriam,Miriam Campos Alonso,&W&B4@$$$$$$$$$B&Y&&B$$$$$$,TERRORISM,,,,.,1971:09:00,"Bilbao, Vizcaya, Spain; alt POB Bilbao, (Vizcaya); Bilbao, Spain"
155911,SHEIMAN,Viktar Uladzimiravich,Viktar Uladzimiravich Sheiman,42&B&B$$$$$$$$$V&3~&Y$$$$$$,INDIVIDUAL,,PEP,Special Assistant/Aid to the President. Head of the Management Department of the President's Administration,.,1958:05:00,"Soltanishka, Voronovskovo, Belarus; Grodno, Belarus; Grodno region; Hrodna region"
156033,SHAHID HEMMAT INDUSTRIAL GROUP,,Shahid Hemmat Industrial Group,2&B&~$$$$$$$$$$42&2&8$$$$$$,CORPORATE,,PEP,,.,.,
158246,AL-AQSA E V,,Al-Aqsa E V,&W&34&$$$$$$$$$_$$$$$$$$$$$,TERRORISM,,,,.,.,
160401,AKLI,Mohamed Amine,Mohamed Amine Akli,&3W7$$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1972:03:00,"Abordj el Kiffani, Algeria; Amman; Bordj el Kiffane, Algeria; Bordj El Kiffane, Algeria; Abordj El Kiffani, Algeria"
160899,HIZBUL MUJAHIDEEN,,Hizbul Mujahideen,B&F&2&8&B$$$$$$2&4M&W$$$$$$,TERRORISM,,,,.,.,
161044,BELMOKHTAR,Mokhtar,Mokhtar Belmokhtar,M&WB&3~&Y$$$$$$B&3~&Y$$$$$$,TERRORISM,,PEP,Head of Katibat el Moulathamoune,.,1972:06:00,"Ghardaia, Algeria"
161482,AL-HARAMAIN - UNITED STATES BRANCH,,Al-Haramain - United States Branch,#B&~&8$$$$$$$$$$$$$$$$$$$$$,TERRORISM,,,,.,.,
161483,AL-AQIL,Aqeel Abdulaziz Aqeeil,Aqeel Abdulaziz Aqeeil Al-Aqil,&W&3&W$$$$$$$$$&3&W$$$$$$$$,TERRORISM,,,,.,1949:04:00,"Unaizah, Saudi Arabia; Uneizah, Saudi Arabia; Uneizah, Saudi Arabia"
162223,AL-BUTHE,Soliman,Soliman Al-Buthe,&WM&~2$$$$$$$$$4&W&B&B$$$$$,TERRORISM,,PEP,General Director of the Environmental Health Department,.,1961:12:00,"Cairo, Egypt; Kairo, Egypt"
162276,AL-AULAQI,Anwar,Anwar Al-Aulaqi,&W&&W&37$$$$$$$&BL&Y$$$$$$$,TERRORISM,,,,.,1971:04:00,"Las Cruces, New Mexico; New Mexico,USA; Las Cruces, New Mexico, United States of America"
164002,ABDAOUI,Youssef,Youssef Abdaoui,&M8&&&7$$$$$$$$#4&M$$$$$$$$,TERRORISM,,,,.,1966:06:00,"Kairouan, Tunisia"
164004,AMDOUNI,Mehrez,Mehrez Amdouni,&B8&&B7$$$$$$$$B&Y&4$$$$$$$,TERRORISM,,,,.,1969:12:00,"Tunis, Tunisia; Naples, Italy; Algeria; Asima,Tunis, Tunisia; Asima-Tunis, Tunisia; Tunisia"
164006,AYARI,Chiheb Ben Mohamed,Chiheb Ben Mohamed Ayari,&&&Y7$$$$$$$$$$J2&2&M$$$$$$,TERRORISM,,,,.,1965:12:00,"Tunis, Tunisia; Greece"
164007,HAMAMI,Brahim Ben Hedili Ben Mohamed,Brahim Ben Hedili Ben Mohamed Hamami,2&B&B7$$$$$$$$$MY&2&B$$$$$$,TERRORISM,,,,.,1971:11:00,"Goubellat, Tunisia; alt POB Koubellat, Tunisia"
164009,ESSAADI,Moussa Ben Amor Ben Ali,Moussa Ben Amor Ben Ali Essaadi,&4&87$$$$$$$$$$B&&4&$$$$$$$,TERRORISM,,,,.,1964:12:00,"Tabarka, Tunisia"
164012,FETTAR,Rachid,Rachid Fettar,G&~&Y$$$$$$$$$$Y&J2&8$$$$$$,TERRORISM,,,,.,1969:04:00,"Boulogin, Algeria; alt POB Algiers, Algeria"
164013,JARRAYA,Khalil,Khalil Jarraya,C&Y&&&$$$$$$$$$3&W&W$$$$$$$,TERRORISM,,,,.,1969:02:00,"Sfax, Tunisia; alt POB Sreka, ex-Yugoslavia;alt POB Sereka, former Yugoslavia"
164014,JARRAYA,Mounir Ben Habib,Mounir Ben Habib Jarraya,C&Y&&&$$$$$$$$$B&&B&Y$$$$$$,TERRORISM,,,,.,1963:10:00,"Sfax, Tunisia; Tunisia; Sfax"
164015,JENDOUBI,Faouzi Ben Mohamed Ben Ahmed,Faouzi Ben Mohamed Ben Ahmed Jendoubi,C&B8&&M7$$$$$$$G&&&47$$$$$$,TERRORISM,,,,.,1966:01:00,"Beja, Tunisia; Tunis, Tunisia; Morocco"
164016,MNASRI,Fethi Ben Rebai Ben Absha,Fethi Ben Rebai Ben Absha Mnasri,B&4Y7$$$$$$$$$$G&~27$$$$$$$,TERRORISM,,,,.,1969:03:00,"Baja, Tunisia; alt POB's Nefza, Baja, Tunisia; Nefza, Beja, Tunisia; Al-Sanadil Farm, Nefza, Governorate of Baja, Tunisia; Algeria; Tunisia; Al-Sanadil Farm, Nafzah, Governorate of Baja, Tunisia"
164017,RARRBO,Ahmed Hosni,Ahmed Hosni Rarrbo,Y&YM@$$$$$$$$$$&2B_$$$$$$$$,TERRORISM,,,,.,1974:09:00,"Bologhine, Algeria; alt POB Algiers, Algeria; France"
164018,OUAZ,Najib,Najib Ouaz,#&4$$$$$$$$$$$$P&F&M$$$$$$$,TERRORISM,,,,.,1960:04:00,"Hekaima Al-Mehdiya, Tunisia; Al Haka'imah, Governorate of Mahdia, Tunisia"
164019,SALEH,Nedal,Nedal Saleh,4&W$$$$$$$$$$$$P&8&W$$$$$$$,TERRORISM,,,,.,1970:03:00,"Taiz, Yemen; alt POB Tunisia"
164585,RAFIDAIN BANK,,Rafidain Bank,M&B3$$$$$$$$$$$Y&M&8&&$$$$$,BANK,,,,.,.,
164586,RAFIDAIN BANK,,Rafidain Bank,M&B3$$$$$$$$$$$Y&M&8&&$$$$$,BANK,,,,.,.,
164588,RAFIDAIN BANK,,Rafidain Bank,M&B3$$$$$$$$$$$Y&M&8&&$$$$$,BANK,,,,.,.,
164589,RAFIDAIN BANK,,Rafidain Bank,M&B3$$$$$$$$$$$Y&M&8&&$$$$$,BANK,,,,.,.,
164591,RAFIDAIN BANK,,Rafidain Bank,M&B3$$$$$$$$$$$Y&M&8&&$$$$$,BANK,,,,.,.,
165059,AL-TIKRITI,Mohammad Barzan Ibrahim Hasan,Mohammad Barzan Ibrahim Hasan Al-Tikriti,&W~&3Y&~7$$$$$$B&2&B&8$$$$$,DIPLOMAT,,PEP,Former Ambassador to the United Nations,.,1972:11:00,Iraq
168056,AL-TIKRITI,Hani abd-al-Latif Tilfah,Hani Abd-Al-Latif Tilfah Al-Tikriti,W&~&M$$$$$$$$$$2&B7$$$$$$$$,INDIVIDUAL,,PEP,,.,1962:00:00,"al-Awja, near Tikrit, Iraq"
168057,AL-TIKRITI,Muzahim Sa'b Hassan,Muzahim Sa'B Hassan Al-Tikriti,B&4&2&B$$$$$$$$2&4&B$$$$$$$,MILITARY,,PEP,"Deputy Director, Organization of Military Industrialization",.,1946:00:00,"al-Awja, near Tikrit or Salah al Din, Iraq;Alt POB Salah al-Din or al-Awja, near Tikrit, Iraq; Salah al-Din or al-Awja near Tikrit"
168058,AL-TIKRITI,Ibrahim Ahmad abd al-Sattar Muhammed,Ibrahim Ahmad Abd Al-Sattar Muhammed Al-Tikriti,&W~&3Y&~7$$$$$$&MY&2&B$$$$$,MILITARY,,PEP,Chief of Staff,.,1943:00:00,"Mosul, Iraq; Ba'qubah, Iraq; al-Sumayda/Shirqat, Iraq; Mosul"
168059,AL-UBAIDI,Ghazi Hammud,Ghazi Hammud Al-Ubaidi,&W&M&&87$$$$$$$F&47$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,"Ba'th Party Regional Command Chairman, Wasit",.,1944:00:00,"Baghdad, Iraq; Alt POB: Baghdad"
169152,CENTRAL BANK OF IRAQ,,Central Bank Of Iraq,&Y&3$$$$$$$$$$$M&B3$$$$$$$$,BANK,,PEP,,.,.,
170042,ISHAQ,Malik,Malik Ishaq,&42&3$$$$$$$$$$B&W&3$$$$$$$,TERRORISM,,,,.,1958:00:00,"Rahim Yar Khan, Punjab Province, Pakistan; Rahim Yar Kahn, Punjab Province, Pakistan"
176848,ALLIED DEMOCRATIC FORCES,,Allied Democratic Forces,8&B&3Y&~&3$$$$$&W&&8$$$$$$$,TERRORISM,,,,.,.,
183041,ZAKARIA,Zaini,Zaini Zakaria,4&&B7$$$$$$$$$$4&3&Y&&$$$$$,TERRORISM,,,,.,1967:06:00,"Kelantan, Malaysia"
183042,YUNOS,Mukhlis,Mukhlis Yunos,#B&4$$$$$$$$$$$B&3W7$$$$$$$,TERRORISM,,,,.,1966:07:00,"Lanao del Sur, Philippines"
183043,SYAWAL,Yassin,Yassin Syawal,4&&L&W$$$$$$$$$#4&B$$$$$$$$,TERRORISM,,,,.,1962:09:00,"Makassar, Indonesia"
183044,SIREGAR,Parlindungan,Parlindungan Siregar,4&Y&F&Y$$$$$$$$N&YW&B8$$$$$,TERRORISM,,,,.,1957:04:00,Indonesia
183045,MUNANDAR,Aris,Aris Munandar,B&B&B8&Y$$$$$$$&Y7$$$$$$$$$,TERRORISM,,,,.,1971:01:00,"Sambi, Boyolali, Java, Indonesia"
183046,MARZUKI,Zulkifli,Zulkifli Marzuki,B&Y4&37$$$$$$$$4&W3&MW$$$$$,TERRORISM,,,,.,1968:07:00,"Malaysia; alt POB Selangor, Malaysia"
183047,KASMURI,Abdul Manaf,Abdul Manaf Kasmuri,3&4B&Y7$$$$$$$$&M8#$$$$$$$$,TERRORISM,Lieutenant Colonel (Ret),,,.,1955:05:00,"Malaysia; alt POB Selangor, Malaysia"
183048,JULKIPLI,Salim Y Salamuddin,Salim Y Salamuddin Julkipli,C&W3&MW7$$$$$$$4&W&B$$$$$$$,TERRORISM,,,,.,1976:06:00,"Tulay, Jolo Sulu, Philippines"
183049,HIR,Zulkifli Bin Abdul,Zulkifli Bin Abdul Hir,2&Y$$$$$$$$$$$$4&W3&MW$$$$$,TERRORISM,,,,.,1966:01:00,"Malaysia; Johor, Malaysia; Muar, Johor, Malaysia; MuarJohor, Malaysia; Muar Johor, Malaysia"
183050,BIN MANSOUR,Amran,Amran Bin Mansour,B&B4&&Y$$$$$$$$&BY&B$$$$$$$,TERRORISM,,,,.,1965:05:00,"Malaysia;alt POB Johor, Malaysia"
183280,RUSDAN,Abu,Abu Rusdan,Y&48&B$$$$$$$$$&M#$$$$$$$$$,TERRORISM,,,,.,1960:08:00,"Kudus, Central Java, Indonesia"
183285,AL-FADHLI,Muhsin,Muhsin Al-Fadhli,&WM&8W7$$$$$$$$B&4&B$$$$$$$,TERRORISM,,,,.,1981:04:00,Kuwait
184023,ANTYUFEYEV,Vladimir,Vladimir Antyufeyev,&B~&&M&&&M$$$$$VW&87B7$$$$$,POLITICAL INDIVIDUAL,Lieutenant General,PEP,Former First Vice-Prime Minister,.,1951:02:00,"Novosibirsk, Russia; Novosibirsk; Novosibirsk, Russian Federation"
184501,EZZ,Ahmed Abdelaziz,Ahmed Abdelaziz Ezz,&B&8$$$$$$$$$$$&M8&W&4$$$$$,CRIME - FINANCIAL,,PEP,Former Member of Parliament,.,1959:01:00,Egypt
187088,ABU DHESS,Mohamed,Mohamed Abu Dhess,8&4$$$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1966:02:00,"Hashmija, Iraq; Irbid, Jordan; Hasmija, Iraq; Hashmija; Hasmija; Hasmija, Hasmija, Iraq."
187090,MOUSTFA,Djamel,Djamel Moustfa,B&&4~M&$$$$$$$$8F&B&W$$$$$$,TERRORISM,,,,.,1973:09:00,"Tiaret, Algeria; Maskara, Algeria; Mahdia, Algeria; Algiers, Algeria; Morocco; Mascara, Algeria; Mehdia, Tiaret province, Algeria"
187091,SHALABI,Ismail Abdallah Sbaitan,Ismail Abdallah Sbaitan Shalabi,42&W&M7$$$$$$$$&4B&&W&$$$$$,TERRORISM,,,,.,1973:04:00,"Beckum, Germany; Beckum"
189656,SLUTSKY,Leonid,Leonid Slutsky,4W&~437$$$$$$$$W&&B&8$$$$$$,POLITICAL INDIVIDUAL,Dr,PEP,State Duma Deputy,.,1968:01:00,"Moscow, Russian Federation; alt POB: Moscow; Moscow, Russia"
190134,AL-FAQIH,Abd Al-Rahman,Abd Al-Rahman Al-Faqih,G&37$$$$$$$$$$$&$$$$$$$$$$$,TERRORISM,,,,.,1959:12:00,"Misourata, Libya; Libya; alt POB Libyan Arab Jamahiriya"
190146,WAFA HUMANITARIAN ORGANIZATION,,Wafa Humanitarian Organization,#YF&B&4&~&$$$$$L&M&$$$$$$$$,TERRORISM,,,,.,.,
190147,WAFA HUMANITARIAN ORGANIZATION,,Wafa Humanitarian Organization,#YF&B&4&~&$$$$$L&M&$$$$$$$$,TERRORISM,,,,.,.,
190148,WAFA HUMANITARIAN ORGANIZATION,,Wafa Humanitarian Organization,#YF&B&4&~&$$$$$L&M&$$$$$$$$,TERRORISM,,,,.,.,
191039,AL-AKHTAR TRUST INTERNATIONAL,,Al-Akhtar Trust International,&W&3~&Y$$$$$$$$$$$$$$$$$$$$,TERRORISM,,,,.,.,
191040,AL-AKHTAR TRUST INTERNATIONAL,,Al-Akhtar Trust International,&W&3~&Y$$$$$$$$$$$$$$$$$$$$,TERRORISM,,,,.,.,
191779,SHAABAN,Bouthaina,Bouthaina Shaaban,42&M&B$$$$$$$$$M&&~2&&$$$$$,POLITICAL INDIVIDUAL,Dr,PEP,Presidential Political and Media Advisor,.,1953:00:00,"Homs, Syria; Homs, Syrian Arab Republic"
191943,KONY,Joseph,Joseph Kony,3&B7$$$$$$$$$$$C@_$$$$$$$$$,TERRORISM,General,,Commander of the Lord's Resistance Army,.,1961:00:00,"Odek, Omoro, Gulu, Uganda; Palaro Village, Palaro Parish, Omoro County, Gulu District, Uganda; Atyak, Uganda"
192574,PAEK,Se-Bong,Se-Bong Paek,N&&3$$$$$$$$$$$4&M&BF$$$$$$,POLITICAL INDIVIDUAL,Colonel General,PEP,"Chairman, Second Economic Committee;Member of the National Defence Commission",.,1938:03:00,
193104,DHAMAT HOUMET DAAWA SALAFIA,,Dhamat Houmet Daawa Salafia,4&W&M&&$$$$$$$$8&B&~$$$$$$$,TERRORISM,,,,.,.,
193106,LOUNICI,Djamel,Djamel Lounici,W&&B&47$$$$$$$$8F&B&W$$$$$$,TERRORISM,,,,.,1962:02:00,"Algiers, Algeria; alt POB Casablanca, Morocco; Charleroi, Belgium"
193119,MORTAZAVI,Saeed,Saeed Mortazavi,B&Y~&4&M7$$$$$$4&&8$$$$$$$$,LEGAL,,PEP,Former Prosecutor-General of Tehran;Head of Iran's Anti-smuggling Task Force,.,1967:00:00,"Meibod, Yazd, Iran; Meybod, Yazd (Iran); Meybod, Yazd, Iran"
194192,BEN ABDELHAKIM,Cherif Said,Cherif Said Ben Abdelhakim,&M8&W&3&B$$$$$$J2&Y&M$$$$$$,TERRORISM,,,,.,1970:01:00,"Menzel Temine, Tunisia; Menzel Temime, Tunisia; Manzil Tmim, Tunisia; Tunisia; Sosa, Tunisia; Solisse, Tunisia; Tunis, Tunisia; Tunisia; Algeria; Aras, Algeria; Menzel Temine Manzil Tmim, Tunisia"
194193,BOUYAHIA,Hamadi Ben Abdul Aziz Ben Ali,Hamadi Ben Abdul Aziz Ben Ali Bouyahia,M&&&&2&&$$$$$$$2&B&87$$$$$$,TERRORISM,,,,.,1966:05:00,"Tunisia; Morocco; Tunis, Tunisia; Morocco; Egypt"
194194,CABDULLAAH,Ciise Maxamed,Ciise Maxamed Cabdullaah,3&M8&W&$$$$$$$$4&4$$$$$$$$$,TERRORISM,,,,.,1974:10:00,"Somalia; alt POB Kismaayo, Somalia"
194195,DRISSI,Noureddine Ben Ali Ben Belkassem,Noureddine Ben Ali Ben Belkassem Drissi,8Y&47$$$$$$$$$$P&&Y&8&$$$$$,TERRORISM,,,,.,1969:04:00,"Tunisi, Tunisia; Tunis, Tunisia"
194196,EL AYASHI,Radi Abd El Samie Abou El Yazid,Radi Abd El Samie Abou El Yazid El Ayashi,&&&427$$$$$$$$$Y&87$$$$$$$$,TERRORISM,,,,.,1972:01:00,"El Gharbia, Egypt"
194197,HAMMID,Mohammed Tahir,Mohammed Tahir Hammid,2&B&8$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,Imam,,,.,1975:11:00,"Poshok, Iraq"
194198,HAMRAOUI,Kamel Ben Mouldi Ben Hassan,Kamel Ben Mouldi Ben Hassan Hamraoui,2&BY&&&7$$$$$$$3&B&W$$$$$$$,TERRORISM,,,,.,1977:10:00,"Beja, Tunisia; Morocco; Tunisia; Beja"
194199,MOHAMED,Daki,Daki Mohamed,8&37$$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1965:03:00,"Casablanca, Morocco; alt POB Morocco"
194200,MOSTAFA,Mohamed Amin,Mohamed Amin Mostafa,B&4~&M&$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1975:10:00,"Karkuk, Iraq; Kirkuk, Iraq; Kairkuk, Iraq"
194201,RIHANI,Lotfi Ben Abdul Hamid Ben Ali,Lotfi Ben Abdul Hamid Ben Ali Rihani,Y&2&B7$$$$$$$$$W&~M7$$$$$$$,TERRORISM,,,,.,1977:07:00,"Tunisi, Tunisia;alt POB Tunis, Tunisia"
194202,ROUINE,Lazher Ben Khalifa Ben Ahmed,Lazher Ben Khalifa Ben Ahmed Rouine,Y&&&B$$$$$$$$$$W&4&Y$$$$$$$,TERRORISM,,,,.,1975:11:00,"Sfax, Tunisia"
194203,SALEH AL-SAADI,Nassim Ben Mohamed Al-Cherif ben Mohamed,Nassim Ben Mohamed Al-Cherif Ben Mohamed Saleh Al-Saadi,4&87$$$$$$$$$$$P&4&B$$$$$$$,TERRORISM,,,,.,1974:11:00,"Haidra Al-Qasreen, Tunisia; Haidra, Al-Qasreen; Lebanon; Algeria"
194204,TRABELSI,Mourad,Mourad Trabelsi,~Y&M&W47$$$$$$$B&&Y&8$$$$$$,TERRORISM,,,,.,1969:05:00,"Menzel Temime,Tunisia; Menzel Temine,Tunisia; Manzil Tmim, Tunisia; Libya; Tunisia; Algeria; Morocco; Lebanon"
194205,ZARKAOUI,Imed Ben Mekki Ben Al-Akhdar,Imed Ben Mekki Ben Al-Akhdar Zarkaoui,4&Y3&&&7$$$$$$$&B&8$$$$$$$$,TERRORISM,,,,.,1973:01:00,"Tunis, Tunisia; Morocco; Algeria"
196578,PANTELEEV,Oleg Evgenevich,Oleg Evgenevich Panteleev,N&B~&W&M$$$$$$$#W&F$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,First Deputy Governor of the Kurgan Oblast and Head of the delegation of the Government of Kurgan Oblast to the Government of the Russian Federation,.,1952:07:00,"Zhitnikovskoe, Kurgan Region, Russia; Village Zhitnikovskoye, Kurgan Region, Russian Federation; Zhitnikovskoe, Kurgan region; Zhitnikoskoe, Kurgan region; Zhitnikovskoe, Kurgan Region, Russian Federation"
197114,GREAT ISLAMIC EASTERN WARRIORS FRONT,,Great Islamic Eastern Warriors Front,GY&B~$$$$$$$$$$FY&~$$$$$$$$,TERRORISM,,,,.,.,
199022,BADAT,Sajid Mohammed,Sajid Mohammed Badat,M&8&~$$$$$$$$$$4&F&8$$$$$$$,TERRORISM,,,,.,1979:03:00,"Pakistan; alt. POB Gloucester, United Kingdom; alt. POB Gloucester, UK; alt. POB Malawi"
199037,HOUSNI,Jamal,Jamal Housni,2&&4B7$$$$$$$$$C&B&W$$$$$$$,TERRORISM,,,,.,1983:02:00,Morocco
200126,AMMARI,Saifi,Saifi Ammari,&B&Y7$$$$$$$$$$4&&M7$$$$$$$,TERRORISM,,,,.,1968:01:00,"Kef Rih, Algeria; Bouhachma, Algeria; Guelma, Algeria"
203684,AL-TIKRITI,Ali Barzan Ibrahim Hasan,Ali Barzan Ibrahim Hasan Al-Tikriti,&W~&3Y&~7$$$$$$&W7$$$$$$$$$,INDIVIDUAL,,PEP,,.,1981:04:00,
204058,GLOBAL RELIEF FOUNDATION INC,,Global Relief Foundation Inc,&B3$$$$$$$$$$$$FW&M&W$$$$$$,TERRORISM,,,,.,.,
208069,AL-HARAMAIN - INDONESIA BRANCH,,Al-Haramain - Indonesia Branch,&B8&B&4&&$$$$$$MY&PJ2$$$$$$,TERRORISM,,,,.,.,
208070,AL-HARAMAIN - KENYA BRANCH,,Al-Haramain - Kenya Branch,3&B&&$$$$$$$$$$MY&PJ2$$$$$$,TERRORISM,,,,.,.,
208071,AL-HARAMAIN - PAKISTAN BRANCH,,Al-Haramain - Pakistan Branch,N&3&4~&B$$$$$$$MY&PJ2$$$$$$,TERRORISM,,,,.,.,
208072,AL-HARAMAIN - TANZANIA BRANCH,,Al-Haramain - Tanzania Branch,~&B4&B&&$$$$$$$MY&PJ2$$$$$$,TERRORISM,,,,.,.,
208679,NURGALIEV,Rashid Gumarovich,Rashid Gumarovich Nurgaliev,P&YF&W&&M$$$$$$Y&42&8$$$$$$,POLITICAL INDIVIDUAL,,PEP,Deputy Secretary of the Security Council of the Russian Federation,.,1956:10:00,"Zhetikara, Kazakh Soviet Socialist Republic; Zhetygar, Kostanai Region, Kazakhstan; Zhetikara, Kazakhstan"
209256,MOHAMMED,Aboud Rogo,Aboud Rogo Mohammed,B&2&B&8$$$$$$$$&M&&8$$$$$$$,TERRORISM,,,,.,1960:11:00,"Kenya; Lamu Island, Kenya"
209997,ZULKARNAEN,,Zulkarnaen,4&W3&YB&&B$$$$$$$$$$$$$$$$$,TERRORISM,,,,.,1963:00:00,"Gebang Village, Masaran, Sragen, Central Java, Indonesia; Gebang village, Masaran, Sragen, Central Java, Indonesia"
210028,REVIVAL OF ISLAMIC HERITAGE SOCIETY,,Revival Of Islamic Heritage Society,Y&M&M&W$$$$$$$$&4W&B&3$$$$$,TERRORISM,,,,.,.,
211000,GUNAWAN,Gun Gun Rusman,Gun Gun Rusman Gunawan,F&B&L&B$$$$$$$$F&B$$$$$$$$$,TERRORISM,,,,.,1977:07:00,"Cianjur, West Java, Indonesia"
211002,BA'ASYIR,Abdul Rahim,Abdul Rahim Ba'Asyir,M&4&&Y$$$$$$$$$&M8#$$$$$$$$,TERRORISM,,,,.,1977:11:00,"Solo, Indonesia; Sukoharjo, Central Java, Indonesia"
212500,EL-KASSIM ZOUAI,Mohamed Abou,Mohamed Abou El-Kassim Zouai,&W3&4&B$$$$$$$$B&2&B&8$$$$$,POLITICAL INDIVIDUAL,,PEP,Secretary General,.,1952:05:00,
219397,ELECTRONIC INDUSTRIAL COMPANY,,Electronic Industrial Company,$$$$$$$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
219398,DIRECTORATE GENERAL OF GENERATION AND TRANSMISSION OF ELECTRICITY,,Directorate General Of Generation And Transmission Of Electricity,8&Y&3~&Y&~$$$$$&W&3~Y&$$$$$,CORPORATE,,,,.,.,
219399,DIRECTORATE GENERAL OF GEOLOGICAL SURVEY AND MINERAL INVESTIGATION,,Directorate General Of Geological Survey And Mineral Investigation,&BM&4~&F&~$$$$$4&YM7$$$$$$$,CORPORATE,,,,.,.,
219400,DIRECTORATE GENERAL OF GOVERNORATE ELECTRICITY DISTRIBUTION,,Directorate General Of Governorate Electricity Distribution,8&4~Y&M&~&$$$$$&W&3~Y&$$$$$,CORPORATE,,,,.,.,
219402,DIRECTORATE GENERAL OF MEDICAL SUPPLIES,,Directorate General Of Medical Supplies,8&Y&3~&Y&~$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
219403,DIRECTORATE GENERAL OF MINOR PROJECTS AND RURAL ELECTRIFICATION,,Directorate General Of Minor Projects And Rural Electrification,&W&3~Y&M&3$$$$$8&Y&3~&$$$$$,CORPORATE,,,,.,.,
219404,DIRECTORATE OF TRAINING CENTRE FOR IRON AND STEEL,,Directorate Of Training Centre For Iron And Steel,8&Y&3~&Y&~$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
219405,IRAQI STATE ENTERPRISE FOR FOODSTUFFS TRADING,,Iraqi State Enterprise For Foodstuffs Trading,4~&~$$$$$$$$$$$&Y&37$$$$$$$,CORPORATE,,,,.,.,
219406,DIWANIYA STATE COTTON TEXTILE COMPANY,,Diwaniya State Cotton Textile Company,~&X~&W$$$$$$$$$8&L&B&&$$$$$,CORPORATE,,,,.,.,
219407,STATE ORGANISATION FOR BUILDINGS,,State Organisation For Buildings,M&&W8&BF$$$$$$$4~&~$$$$$$$$,CORPORATE,,,,.,.,
219408,FACTORY OF MANUFACTURING SPARE PARTS FOR AGRICULTURAL MACHINERY,,Factory Of Manufacturing Spare Parts For Agricultural Machinery,BJ2&B&Y7$$$$$$$&FY&3&W$$$$$,CORPORATE,,,,.,.,
219409,FINE TEXTILE STATE COMPANY,,Fine Textile State Company,4~&~$$$$$$$$$$$G&B$$$$$$$$$,CORPORATE,,,,.,.,
219410,GENERAL AGRICULTURAL ESTABLISHMENT IN DALMAG,,General Agricultural Establishment In Dalmag,8&WB&F$$$$$$$$$&FY&3&W$$$$$,CORPORATE,,,,.,.,
